hash_id,case,comment_anon,emojis,themes_a,themes_b,themes_rev,disagreement,kappa_rev_a,kappa_rev_b,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,character_a,tone_a,confidence_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,character_b,tone_b,confidence_b,theme_C1_rev,theme_C2_rev,theme_C3_rev,theme_C4_rev,theme_C5_rev,theme_NA_rev,character_rev,tone_rev,confidence_rev,theme_C1_h,theme_C2_h,theme_C3_h,theme_C4_h,theme_C5_h,theme_NA_h,character_h,tone_h,human_notes,reviewed_by,reviewed_at,classification_source,needs_human_review
CR7_0599,CR7,respect bro❤️🙏🏼👏🏼,👏🏼 ❤️ 🙏🏼,C1,C4,"C1,C4",C1: A vs rev; C4: B vs rev,0.5454545454545454,0.5454545454545454,1,0,0,0,0,0,Afetivo,Positivo,0.85,0,0,0,1,0,0,Afetivo,Positivo,0.8,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_0651,CR7,"Faltou sua presença , no velório do Rei ! No Maior Jogador da História do Mundo !",,C1,"C1,C3","C1,C4",C3: só B; C4: só rev,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.9,1,0,1,0,0,0,Afetivo,Negativo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_0753,CR7,"Da Besta enjaulada, pro Rei. #pelé",,"C1,C5",C1,"C1,C4",C4: só rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.82,1,0,0,0,0,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.92,,,,,,,,,,,,llm_reviewer,True
CR7_0786,CR7,Você é o milhor,,"C4,C5",C1,"C1,C4",C1: B vs rev; C4: A vs rev; C5: só A,0.16666666666666663,0.5454545454545454,0,0,0,1,1,0,Afetivo,Positivo,0.8,1,0,0,0,0,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_0787,CR7,Tjrjsdr,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Neutro,0.82,1,0,0,0,0,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_0803,CR7,Rip,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Negativo,0.85,0,0,0,0,0,1,Afetivo,Neutro,0.68,1,0,0,1,0,0,Afetivo,Negativo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_0825,CR7,Muito triste,,C1,C5,"C1,C4",C1: A vs rev; C4: só rev; C5: só B,0.5454545454545454,-0.36363636363636354,1,0,0,0,0,0,Afetivo,Negativo,0.78,0,0,0,0,1,0,Afetivo,Negativo,0.78,1,0,0,1,0,0,Afetivo,Negativo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_0832,CR7,RIP,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Negativo,0.6,1,0,0,0,0,0,Afetivo,Negativo,0.82,1,0,0,1,0,0,Afetivo,Negativo,0.86,,,,,,,,,,,,llm_reviewer,True
CR7_0833,CR7,Pele⚽️🇧🇷❤️‍🔥❤️‍🔥🇵🇹😭😭😭😭,❤️‍🔥 🇧🇷 ⚽ 🇵🇹 😭,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Negativo,0.9,1,0,0,0,1,0,Afetivo,Negativo,0.85,1,0,0,1,0,0,Afetivo,Negativo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_0835,CR7,نن,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Cognitivo,Neutro,0.75,0,0,0,0,0,1,Cognitivo,Neutro,0.65,1,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_0932,CR7,RIP to à great 😢 Los dos grandes du futebol,😢,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.9,1,0,0,0,1,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_0946,CR7,MARCIO,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Cognitivo,Neutro,0.78,0,0,0,0,0,1,Cognitivo,Neutro,0.8,1,0,0,1,0,0,Afetivo,Positivo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_0948,CR7,Aaaaaasasaa😂,😂,C1,C2,"C1,C2",C1: A vs rev; C2: B vs rev,0.5454545454545454,0.5454545454545454,1,0,0,0,0,0,Afetivo,Positivo,0.78,0,1,0,0,0,0,Afetivo,Positivo,0.8,1,1,0,0,0,0,Afetivo,Positivo,0.72,,,,,,,,,,,,llm_reviewer,True
CR7_1005,CR7,R.I.P,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Neutro,0.85,1,0,0,0,0,0,Afetivo,Neutro,0.8,1,0,0,1,0,0,Afetivo,Neutro,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_1018,CR7,E isso Cris,,N.A.,"C4,C5",C4,C4: B vs rev; C5: só B; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Positivo,0.7,0,0,0,1,1,0,Afetivo,Positivo,0.79,0,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_1034,CR7,Respect 💥💥,💥,C4,C1,"C1,C4",C1: B vs rev; C4: A vs rev,0.5454545454545454,0.5454545454545454,0,0,0,1,0,0,Afetivo,Positivo,0.78,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_1071,CR7,Yanga,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Cognitivo,Neutro,0.95,1,0,0,0,0,0,Afetivo,Positivo,0.88,1,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_1072,CR7,Feisali😮,😮,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.75,0,0,0,0,0,1,Afetivo,Neutro,0.65,1,0,0,1,0,0,Afetivo,Positivo,0.78,,,,,,,,,,,,llm_reviewer,True
CR7_1080,CR7,Nice,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Positivo,0.75,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_1100,CR7,Uau,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.82,0,0,0,0,0,1,Afetivo,Positivo,0.7,1,0,0,1,0,0,Afetivo,Positivo,0.72,,,,,,,,,,,,llm_reviewer,True
CR7_1101,CR7,Bonita👏👏,👏,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.85,1,0,0,0,1,0,Afetivo,Positivo,0.82,1,0,0,1,0,0,Afetivo,Positivo,0.86,,,,,,,,,,,,llm_reviewer,True
CR7_1127,CR7,Rip,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Negativo,0.78,0,0,0,0,0,1,Afetivo,Negativo,0.7,1,0,0,1,0,0,Afetivo,Negativo,0.78,,,,,,,,,,,,llm_reviewer,True
CR7_1176,CR7,? mallee,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Cognitivo,Neutro,0.72,1,0,0,0,0,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_1181,CR7,Siiiiiiii,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.68,0,0,0,0,0,1,Afetivo,Positivo,0.75,1,0,0,1,0,0,Afetivo,Positivo,0.78,,,,,,,,,,,,llm_reviewer,True
CR7_1184,CR7,Waw,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.92,0,0,0,0,0,1,Afetivo,Positivo,0.65,1,0,0,1,0,0,Afetivo,Positivo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_1213,CR7,Hola,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.95,0,0,0,0,0,1,Afetivo,Neutro,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.78,,,,,,,,,,,,llm_reviewer,True
CR7_1220,CR7,Siempre exta,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.92,0,0,0,0,0,1,Cognitivo,Neutro,0.75,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_1240,CR7,bahut bdiya,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.82,0,0,0,0,0,1,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.75,,,,,,,,,,,,llm_reviewer,True
CR7_1329,CR7,Gracias,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.85,0,0,0,0,0,1,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1353,CR7,R.I.P,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Neutro,0.65,1,0,0,0,0,0,Afetivo,Neutro,0.85,1,0,0,1,0,0,Afetivo,Neutro,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_1424,CR7,1 kare 2 adammmmmmm,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Cognitivo,Neutro,0.82,0,0,0,0,0,1,Cognitivo,Neutro,0.0,1,0,0,1,0,0,Afetivo,Positivo,0.74,,,,,,,,,,,,llm_reviewer,True
CR7_1471,CR7,Bsyhehjxgj.,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.85,0,0,0,0,0,1,Cognitivo,Neutro,0.9,1,0,0,1,0,0,Afetivo,Positivo,0.7,,,,,,,,,,,,llm_reviewer,True
CR7_1515,CR7,Bon chas,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.75,0,0,0,0,0,1,Cognitivo,Neutro,0.72,1,0,0,1,0,0,Afetivo,Positivo,0.86,,,,,,,,,,,,llm_reviewer,True
CR7_1525,CR7,🤖⚫️,⚫ 🤖,C5,C1,"C1,C4",C1: B vs rev; C4: só rev; C5: só A,-0.36363636363636354,0.5454545454545454,0,0,0,0,1,0,Afetivo,Neutro,0.72,1,0,0,0,0,0,Afetivo,Neutro,0.65,1,0,0,1,0,0,Afetivo,Neutro,0.78,,,,,,,,,,,,llm_reviewer,True
CR7_1538,CR7,Bellos cracks. Y pudieron saludarse!!! Me emociona verlos. 🙏✨💕💕,🙏 💕 ✨,C4,C1,"C1,C4",C1: B vs rev; C4: A vs rev,0.5454545454545454,0.5454545454545454,0,0,0,1,0,0,Afetivo,Positivo,0.78,1,0,0,0,0,0,Afetivo,Positivo,0.75,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_1552,CR7,☘️☘️☘️,☘️,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.75,0,0,0,0,0,1,Afetivo,Neutro,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_1555,CR7,He Went to Place better than That We Live🥺💛💙💚❤️,🥺 💛 ❤️ 💙 💚,"C1,C5",C1,"C1,C4",C4: só rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.85,1,0,0,0,0,0,Afetivo,Positivo,0.9,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1557,CR7,RIP PELE ❤️❤️,❤️,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Neutro,0.95,1,0,0,0,1,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1566,CR7,Lendas👏👏👏🙌🙌,🙌 👏,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,0,1,0,Afetivo,Positivo,0.9,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_1572,CR7,A Great Moment .......,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Positivo,0.8,1,0,0,0,0,0,Afetivo,Positivo,0.78,1,0,0,1,0,0,Afetivo,Positivo,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_1579,CR7,My contract 09152970258,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Cognitivo,Neutro,0.85,1,0,0,0,0,0,Cognitivo,Neutro,0.78,1,0,0,1,0,0,Cognitivo,Neutro,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_1604,CR7,Wow,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Positivo,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.78,1,0,0,1,0,0,Afetivo,Positivo,0.72,,,,,,,,,,,,llm_reviewer,True
CR7_1646,CR7,Лс,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.7,0,0,0,0,0,1,Cognitivo,Neutro,0.8,1,0,0,1,0,0,Afetivo,Positivo,0.7,,,,,,,,,,,,llm_reviewer,True
CR7_1648,CR7,Слу9б,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.85,0,0,0,0,0,1,Cognitivo,Neutro,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_1673,CR7,"वायुमंडल कैसे बनता है ? लोगों की सोच से, कई लोग जब बुरा सोचते हैं तो वहां का वायुमंडल नकारात्मक हो जाता है, जिससे सतो प्रदान आत्माएं भी नकारात्मक बन जाती है उसके प्रभाव में आने से, क्यों पहाड़ पर या कोई ऐसा जगह जहां मनुष्य नहीं होता वहां शांति रहती है या होती है, कितना शांत माहौल रहता है, क्योंकि वहां नकारात्मक संकल्प नहीं जाते ? सनातन धर्म में पूजा पाठ/ भक्ति का बहुत महत्व है, लोग अपने इष्ट की पूजा करते हैं, लेकिन उन्हें ये नहीं पता होता की जिसकी वो पूजा कर रहे हैं कौन है, मतलब पूरी जानकारी नहीं होती और बिना ज्ञान के पूजा नहीं करता उस इष्ट की, जैसे कोई राम की पूजा करता है, उसे पता होता है की राम कौन है या कृष्ण कौन है, या कोई भी इष्ट, लेकिन ज्यादा जानकारी नहीं होती, (basic) बुनियादी जानकारी होती है, उन्हे नहीं पता होता, निरकारी आकारी और साकारी, जैसे जो शिव जी की पूजा करते हैं, उन्हे तो पता ही नहीं होता, बड़े बड़े पंडित को भी ये जानकारी नहीं, वो बस ये जानते हैं की शिव के हांथ में डमरू और त्रिशूल है, मनुष्य जैसे दिखते हैं, लेकिन शिव तो निराकारी है, जिसको वो बताते हैं ऐसा दिखने वाला जिसके हांथ में त्रिशूल और डमरू है वो तो शंकर है, जिसे महादेव भी कहते हैं, वो शिव का रूप है, मतलब शिव का अवतार है @user",,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.82,0,0,0,0,0,1,Cognitivo,Neutro,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.75,,,,,,,,,,,,llm_reviewer,True
CR7_1683,CR7,sleep in peace Pelé,,"C1,C5",C1,"C1,C4",C4: só rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.82,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1700,CR7,... Us AQUARIANS Cristiano ; ),,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Positivo,0.75,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_1719,CR7,Пеле,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.8,0,0,0,0,0,1,Cognitivo,Neutro,0.72,1,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_1750,CR7,El major del mundo🔥🔥🔥,🔥,C4,C1,"C1,C4",C1: B vs rev; C4: A vs rev,0.5454545454545454,0.5454545454545454,0,0,0,1,0,0,Afetivo,Positivo,0.85,1,0,0,0,0,0,Afetivo,Positivo,0.9,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1808,CR7,Duas lendas,,"C1,C5",C1,"C1,C4",C4: só rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.88,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1861,CR7,6fchvvh,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.92,0,0,0,0,0,1,Cognitivo,Neutro,0.6,1,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_1873,CR7,"e ele te deixou o cargo de rei, do melhor para o melhor 🖤",🖤,"C1,C5",C4,"C1,C4",C1: A vs rev; C4: B vs rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.8,0,0,0,1,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_1882,CR7,Fh6vdhu,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Cognitivo,Neutro,0.92,1,0,0,0,0,0,Cognitivo,Neutro,0.69,1,0,0,1,0,0,Afetivo,Positivo,0.78,,,,,,,,,,,,llm_reviewer,True
CR7_1883,CR7,6,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.9,0,0,0,0,0,1,Cognitivo,Neutro,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_1948,CR7,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Cognitivo,Neutro,0.92,1,0,0,0,0,0,Afetivo,Positivo,0.9,1,0,0,1,0,0,Afetivo,Positivo,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_1960,CR7,Pele c.Ronaldo amor eterno no futebol ⚽️ ❤️❤️,⚽ ❤️,"C1,C5",C1,"C1,C4",C4: só rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.78,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_1979,CR7,Me nota,,C4,N.A.,"C4,C5",C4: A vs rev; C5: só rev; N.A.: B,0.5454545454545454,0.0,0,0,0,1,0,0,Afetivo,Positivo,0.82,0,0,0,0,0,1,Afetivo,Neutro,0.75,0,0,0,1,1,0,Afetivo,Positivo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_1985,CR7,"Os meus profundos sentimentos a todo o Brasil, e em particular à família do senhor Edson Arantes do Nascimento. Um mero “adeus” ao eterno Rei Pelé nunca será suficiente para expressar a dor que abraça neste momento todo o mundo do futebol. Uma inspiração para tantos milhões, uma referência do ontem, de hoje, de sempre. O carinho que sempre demonstrou por mim foi recíproco em todos os momentos que partilhámos, mesmo à distância. Jamais será esquecido e a sua memória perdurará para sempre em cada um de nós, amantes de futebol. Descansa em paz, Rei Pelé. 🙏🏽⚽️🇧🇷",🇧🇷 🙏🏽 ⚽,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.95,1,0,0,0,1,0,Afetivo,Positivo,0.85,1,0,0,1,0,0,Afetivo,Positivo,0.93,,,,,,,,,,,,llm_reviewer,True
CR7_2027,CR7,Linda homenagem 👏🏻🙏🏻,🙏🏻 👏🏻,"C1,C5",C1,"C1,C4",C4: só rev; C5: só A,0.16666666666666663,0.5454545454545454,1,0,0,0,1,0,Afetivo,Positivo,0.85,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.9,,,,,,,,,,,,llm_reviewer,True
CR7_2050,CR7,tl,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Cognitivo,Neutro,0.8,0,0,0,0,0,1,Cognitivo,Neutro,0.6,1,0,0,1,0,0,Afetivo,Positivo,0.75,,,,,,,,,,,,llm_reviewer,True
CR7_2068,CR7,Los dos mejores jugadores,,C1,N.A.,"C1,C4",C1: A vs rev; C4: só rev; N.A.: B,0.5454545454545454,0.0,1,0,0,0,0,0,Afetivo,Positivo,0.78,0,0,0,0,0,1,Afetivo,Positivo,0.75,1,0,0,1,0,0,Afetivo,Positivo,0.82,,,,,,,,,,,,llm_reviewer,True
CR7_2089,CR7,os unicos,,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.8,1,0,0,0,1,0,Afetivo,Positivo,0.82,1,0,0,1,0,0,Afetivo,Positivo,0.8,,,,,,,,,,,,llm_reviewer,True
CR7_2103,CR7,Rest in peace @user 😔,😔,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Negativo,0.92,1,0,0,0,1,0,Afetivo,Neutro,0.79,1,0,0,1,0,0,Afetivo,Negativo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_2104,CR7,I know who is your best friend It’s Messi and Peppa,,C3,C2,"C2,C3",C2: B vs rev; C3: A vs rev,0.5454545454545454,0.5454545454545454,0,0,1,0,0,0,Afetivo,Negativo,0.85,0,1,0,0,0,0,Cognitivo,Positivo,0.78,0,1,1,0,0,0,Afetivo,Negativo,0.83,,,,,,,,,,,,llm_reviewer,True
CR7_2126,CR7,الله يرحمه,,N.A.,C1,"C1,C4",C1: B vs rev; C4: só rev; N.A.: A,0.0,0.5454545454545454,0,0,0,0,0,1,Afetivo,Neutro,0.8,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
CR7_2133,CR7,🤡💔😡,💔 🤡 😡,C1,"C1,C4","C1,C2",C2: só rev; C4: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Negativo,0.8,1,0,0,1,0,0,Afetivo,Negativo,0.85,1,1,0,0,0,0,Afetivo,Negativo,0.85,,,,,,,,,,,,llm_reviewer,True
CR7_2156,CR7,🐐🐐🐐,🐐,C1,"C1,C5","C1,C4",C4: só rev; C5: só B,0.5454545454545454,0.16666666666666663,1,0,0,0,0,0,Afetivo,Positivo,0.92,1,0,0,0,1,0,Afetivo,Positivo,0.92,1,0,0,1,0,0,Afetivo,Positivo,0.88,,,,,,,,,,,,llm_reviewer,True
